Node,Node.label,Class,Order,Family,Genus,Trait,Interval.my,Log10Years,d,sd,Taxa,Comparisons,Within.order,Within.family,Within.genus,Tree.source,Trait.source,Comments
622,'808_Trachypithecus*',Mammalia,Primates,Cercopithecidae,Trachypithecus,Log(mass)/3,6.6,6.819543936,0.008708911,0.092510788,,14,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
704,'895_Cheirogaleus',Mammalia,Primates,Cheirogaleidae,Cheirogaleus,Log(mass)/3,32.2,7.507855872,0.303583517,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
703,'894',Mammalia,Primates,Cheirogaleidae,Microcebus,Log(mass)/3,18.8,7.274157849,0.161534143,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
702,'893_Microcebus',Mammalia,Primates,Cheirogaleidae,Microcebus,Log(mass)/3,43.8,7.641474111,0.579431498,0.114221888,,2,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
701,'892',Mammalia,Primates,Cheirogaleidae,Multiple,Log(mass)/3,44.8,7.651278014,-0.07365295,0.344146684,,3,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
700,'891_Cheirogaleinae',Mammalia,Primates,Cheirogaleidae,Multiple,Log(mass)/3,67.8,7.831229694,-0.379291744,0.308501169,,8,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
699,'890_Cheirogaleidae',Mammalia,Primates,Cheirogaleidae,Multiple,Log(mass)/3,68.2,7.833784375,-0.365391909,0.309464126,,6,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
727,'918_Euoticus',Mammalia,Primates,Galagonidae,Euoticus,Log(mass)/3,13,7.113943352,0.088567722,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
728,'919_Galago*',Mammalia,Primates,Galagonidae,Galago,Log(mass)/3,32.2,7.507855872,0.014911965,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
726,'917',Mammalia,Primates,Galagonidae,Multiple,Log(mass)/3,32.6,7.5132176,-0.201703939,0.349574008,,25,0.5,1,0.5,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
725,'916',Mammalia,Primates,Galagonidae,Multiple,Log(mass)/3,37.2,7.57054294,0.065713656,0.26757473,,8,0.5,1,0.5,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
724,'915',Mammalia,Primates,Galagonidae,Multiple,Log(mass)/3,48.6,7.686636269,0.541681394,0.251249908,,9,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
723,'914_Galagonidae',Mammalia,Primates,Galagonidae,Multiple,Log(mass)/3,49.2,7.691965103,0.3210853,0.292325729,,10,0.5,1,0.5,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
729,'920_Otolemur',Mammalia,Primates,Galagonidae,Otolemur,Log(mass)/3,9.8,6.991226076,0.226633985,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
629,'815',Mammalia,Primates,Hominidae,Multiple,Log(mass)/3,23,7.361727836,0.38526469,0.066065542,,2,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
628,'814_Hominidae',Mammalia,Primates,Hominidae,Multiple,Log(mass)/3,36,7.556302501,0.14695214,0.227285331,,3,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
630,'817_Pan',Mammalia,Primates,Hominidae,Pan,Log(mass)/3,9,6.954242509,-0.093430786,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
636,'824',Mammalia,Primates,Hylobatidae,Hylobates,Log(mass)/3,6.4,6.806179974,-0.064722466,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
635,'822',Mammalia,Primates,Hylobatidae,Hylobates,Log(mass)/3,8,6.903089987,-0.008560352,0.052147512,,10,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
634,'821',Mammalia,Primates,Hylobatidae,Hylobates,Log(mass)/3,8.6,6.934498451,-0.007512808,0.035501453,,5,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
633,'820',Mammalia,Primates,Hylobatidae,Hylobates,Log(mass)/3,15.4,7.187520721,-0.054343876,0.031901248,,6,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
632,'819',Mammalia,Primates,Hylobatidae,Hylobates,Log(mass)/3,15.8,7.198657087,-0.180072987,0.035636617,,7,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
631,'818_Hylobatidae_Hylobates',Mammalia,Primates,Hylobatidae,Hylobates,Log(mass)/3,16.4,7.214843848,-0.021211043,0.076916233,,16,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
708,'899',Mammalia,Primates,Indridae,Multiple,Log(mass)/3,47,7.672097858,-0.536753314,0.147228454,,3,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
707,'898_Indridae',Mammalia,Primates,Indridae,Multiple,Log(mass)/3,56,7.748188027,-0.325702367,0.294069451,,4,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
709,'900_Propithecus',Mammalia,Primates,Indridae,Propithecus,Log(mass)/3,12.6,7.100370545,0.170637939,0.146125608,,3,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
713,'904',Mammalia,Primates,Lemuridae,Eulemur,Log(mass)/3,14.2,7.152288344,0.144817548,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
714,'905',Mammalia,Primates,Lemuridae,Eulemur,Log(mass)/3,14.2,7.152288344,0.044510464,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
712,'903',Mammalia,Primates,Lemuridae,Eulemur,Log(mass)/3,14.4,7.158362492,0.175646066,0.087470574,,4,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
711,'902_Eulemur',Mammalia,Primates,Lemuridae,Eulemur,Log(mass)/3,14.8,7.170261715,-0.055310581,0.118782985,,4,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
715,'906_Hapalemur',Mammalia,Primates,Lemuridae,Hapalemur,Log(mass)/3,32,7.505149978,-0.088924457,0.112734168,,3,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
710,'901_Lemuridae',Mammalia,Primates,Lemuridae,Multiple,Log(mass)/3,46,7.662757832,-0.090448385,0.159306768,,32,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
720,'911_Arctocebus',Mammalia,Primates,Loridae,Arctocebus,Log(mass)/3,23.8,7.376576957,0.037492661,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
719,'910',Mammalia,Primates,Loridae,Multiple,Log(mass)/3,37.4,7.572871602,-0.533239645,0.026511315,,2,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
721,'912',Mammalia,Primates,Loridae,Multiple,Log(mass)/3,62.8,7.797959644,-0.439292204,0.02673278,,2,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
718,'909_Loridae',Mammalia,Primates,Loridae,Multiple,Log(mass)/3,69.6,7.84260924,-0.123269201,0.346211062,,9,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
722,'913_Nycticebus',Mammalia,Primates,Loridae,Nycticebus,Log(mass)/3,29.2,7.465382851,-0.037805859,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
716,'907_Megaladapidae_Lepilemur',Mammalia,Primates,Megaladapidae,Lepilemur,Log(mass)/3,20.6,7.31386722,-0.044117524,0.074807656,,21,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
666,'855',Mammalia,Primates,Multiple,Multiple,Log(mass)/3,40.4,7.606381365,-0.029466948,0.337814786,,634,0.5,0.5,0.5,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
627,'813',Mammalia,Primates,Multiple,Multiple,Log(mass)/3,42.8,7.631443769,0.699646701,0.186077118,,40,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
637,'825',Mammalia,Primates,Multiple,Multiple,Log(mass)/3,46.4,7.666517981,0.508134598,0.36264395,,1628,0.5,0.5,0.5,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
568,'754',Mammalia,Primates,Multiple,Multiple,Log(mass)/3,68.8,7.837588438,-0.19335931,0.372677292,,1106,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
717,'908',Mammalia,Primates,Multiple,Multiple,Log(mass)/3,77.8,7.890979597,0.211881686,0.370935445,,66,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
706,'897',Mammalia,Primates,Multiple,Multiple,Log(mass)/3,80,7.903089987,0.127155043,0.293383772,,5,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
705,'896',Mammalia,Primates,Multiple,Multiple,Log(mass)/3,89,7.949390007,0.335109499,0.258292612,,172,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
698,'889',Mammalia,Primates,Multiple,Multiple,Log(mass)/3,94,7.973127854,-0.794605938,0.388089039,,161,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
567,'753',Mammalia,Primates,Multiple,Multiple,Log(mass)/3,102,8.008600172,0.574556658,0.415764659,,7533,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
697,'888',Mammalia,Primates,Multiple,Multiple,Log(mass)/3,145.6,8.163161375,0.389762928,0.513972516,,510,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
566,'752',Mammalia,Primates,Multiple,Multiple,Log(mass)/3,163.4,8.213252052,1.088182711,0.4192234,,696,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
565,'751_Primates',Mammalia,Primates,Multiple,Multiple,Log(mass)/3,169,8.227886705,0.508338239,0.607586502,,8366,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
696,'887_Tarsiidae_Tarsius',Mammalia,Primates,Tarsiidae,Tarsius,Log(mass)/3,18.6,7.269512944,-0.051156042,0.168007509,,6,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1585,'1917_Proboscidea_Elephantidae',Mammalia,Proboscidea,Elephantidae,Multiple,Log(mass)/3,39,7.591064607,-0.100435296,NA,,1,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
354,'444_Agoutidae_Agouti',Mammalia,Rodentia,Agoutidae,Agouti,Log(mass)/3,9.6,6.982271233,-0.039257308,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
16,'16_Anomalurinae_Anomalurus',Mammalia,Rodentia,Anomaluridae,Anomalurus,Log(mass)/3,47.2,7.673941999,0.018032934,0.434220334,,6,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
18,'18_Idiurus',Mammalia,Rodentia,Anomaluridae,Idiurus,Log(mass)/3,25.8,7.411619706,-0.401324268,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
17,'17_Zenkerellinae',Mammalia,Rodentia,Anomaluridae,Multiple,Log(mass)/3,37.4,7.572871602,0.431711194,0.283779111,,2,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
15,'15_Anomaluridae',Mammalia,Rodentia,Anomaluridae,Multiple,Log(mass)/3,62.4,7.79518459,0.641763961,0.372660809,,12,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
364,'454_Bathyergus',Mammalia,Rodentia,Bathyergidae,Bathyergus,Log(mass)/3,7.6,6.880813592,0.210872227,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
362,'452_Cryptomys',Mammalia,Rodentia,Bathyergidae,Cryptomys,Log(mass)/3,24.6,7.390935107,-0.109214702,0.234939295,,10,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
363,'453',Mammalia,Rodentia,Bathyergidae,Multiple,Log(mass)/3,25.4,7.404833717,-0.214575105,0.149109182,,2,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
361,'451',Mammalia,Rodentia,Bathyergidae,Multiple,Log(mass)/3,31,7.491361694,-0.327730077,0.212849832,,15,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
360,'450',Mammalia,Rodentia,Bathyergidae,Multiple,Log(mass)/3,45.6,7.658964843,-0.031292426,0.232233262,,8,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
359,'449_Bathyergidae',Mammalia,Rodentia,Bathyergidae,Multiple,Log(mass)/3,63.4,7.802089258,-0.424870105,0.217484606,,9,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
352,'440_Geocapromys',Mammalia,Rodentia,Capromyidae,Geocapromys,Log(mass)/3,6.6,6.819543936,0.20953622,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
351,'439',Mammalia,Rodentia,Capromyidae,Multiple,Log(mass)/3,13.6,7.133538908,0.546831589,0.148164482,,2,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
350,'436_Capromyidae',Mammalia,Rodentia,Capromyidae,Multiple,Log(mass)/3,38.6,7.586587305,0.133780155,0.33264288,,3,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
261,'346_Castoridae_Castor',Mammalia,Rodentia,Castoridae,Castor,Log(mass)/3,22.8,7.357934847,0.046129334,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
353,'443_Caviidae2*_Dolichotinae_Dolichotis',Mammalia,Rodentia,Caviidae,Dolichotis,Log(mass)/3,46,7.662757832,0.536479304,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
334,'420_Galea',Mammalia,Rodentia,Caviidae,Galea,Log(mass)/3,7.2,6.857332496,0.014341894,0.118165354,,3,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
333,'419_Microcavia',Mammalia,Rodentia,Caviidae,Microcavia,Log(mass)/3,20.2,7.305351369,0.096885683,0.054358639,,3,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
332,'418',Mammalia,Rodentia,Caviidae,Multiple,Log(mass)/3,29.4,7.46834733,0.111897728,0.218844108,,49,0.5,1,0.5,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
331,'417_Caviidae1*_Caviinae',Mammalia,Rodentia,Caviidae,Multiple,Log(mass)/3,68.6,7.836324116,0.226072122,0.164454997,,11,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
370,'460_Chinchilla',Mammalia,Rodentia,Chinchillidae,Chinchilla,Log(mass)/3,12,7.079181246,-0.010153069,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
371,'461_Lagidium',Mammalia,Rodentia,Chinchillidae,Lagidium,Log(mass)/3,19,7.278753601,-0.175047095,0.092858417,,3,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
369,'459',Mammalia,Rodentia,Chinchillidae,Multiple,Log(mass)/3,27.6,7.440909082,-0.415814046,0.120776249,,6,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
368,'458_Chinchillidae',Mammalia,Rodentia,Chinchillidae,Multiple,Log(mass)/3,31.4,7.496929648,0.498746981,0.246942842,,5,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
325,'411_Ctenodactylus',Mammalia,Rodentia,Ctenodactylidae,Ctenodactylus,Log(mass)/3,9,6.954242509,0.167213571,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
324,'410',Mammalia,Rodentia,Ctenodactylidae,Multiple,Log(mass)/3,18.4,7.264817823,-0.052245135,0.110728442,,5,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
323,'409_Ctenodactylidae',Mammalia,Rodentia,Ctenodactylidae,Multiple,Log(mass)/3,39.8,7.599883072,-0.009816273,0.086915333,,4,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
329,'415_Ctenomyidae_Ctenomys',Mammalia,Rodentia,Ctenomyidae,Ctenomys,Log(mass)/3,15.2,7.181843588,0.002030121,0.218181671,,703,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
337,'423_Dasyprocta',Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Log(mass)/3,19.4,7.28780173,-0.039078017,0.101022467,,36,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
335,'421_Dasyproctidae',Mammalia,Rodentia,Dasyproctidae,Multiple,Log(mass)/3,35.8,7.553883027,-0.406107009,0.149240618,,18,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
336,'422_Myoprocta',Mammalia,Rodentia,Dasyproctidae,Myoprocta,Log(mass)/3,11.2,7.049218023,-0.252561901,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
21,'21_Allactaginae1*_Allactaga',Mammalia,Rodentia,Dipodidae,Allactaga,Log(mass)/3,49,7.69019608,0.028065272,0.477603567,,3,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
26,'26_Jaculus',Mammalia,Rodentia,Dipodidae,Jaculus,Log(mass)/3,23,7.361727836,-0.297081567,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
25,'25_Dipodinae',Mammalia,Rodentia,Dipodidae,Multiple,Log(mass)/3,23.6,7.372912003,0.002335012,0.21006839,,2,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
27,'28_Zapodinae',Mammalia,Rodentia,Dipodidae,Multiple,Log(mass)/3,23.8,7.376576957,-0.022977807,0.096949912,,3,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
23,'23',Mammalia,Rodentia,Dipodidae,Multiple,Log(mass)/3,77,7.886490725,-0.1449303,0.499968341,,33,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
22,'22',Mammalia,Rodentia,Dipodidae,Multiple,Log(mass)/3,77.6,7.889861721,-0.219508833,0.314937043,,10,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
20,'20_Dipodidae',Mammalia,Rodentia,Dipodidae,Multiple,Log(mass)/3,78,7.892094603,0.379752083,0.374618596,,33,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
24,'24_Sicistinae_Sicista',Mammalia,Rodentia,Dipodidae,Sicista,Log(mass)/3,53.4,7.727541257,-0.086368442,0.038612315,,3,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
